document: titleLevel2,hit text: lemma,hit text: word,hit text: pos_full,count,numberOfDocs,subcorpusSize.documents,subcorpusSize.numberOfTokens
Het Parool,glyfosaat,glyfosaat,"nou-c(gender=f|m,number=sg)",1,1,34,18841
Het Parool,koninkrijk,koninkrijk,"nou-c(gender=n,number=sg)",1,1,34,18841
Algemeen Dagblad,verslaan,versloeg,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",1,1,248,83680
Het Parool,winter,winter,"nou-c(gender=f|m,number=sg)",1,1,34,18841
Algemeen Dagblad,ontmoeting,ontmoeting,"nou-c(gender=f|m,number=sg)",1,1,248,83680
De Volkskrant,gezinshereniging,gezinshereniging,"nou-c(gender=f|m,number=sg)",1,1,57,29860
De Volkskrant,snoep,snoep,"nou-c(gender=f|m,number=sg)",1,1,57,29860
NRC,geel-oranj,geel-oranje,"aa(position=prenom,formal=infl-e,degree=pos)",1,1,53,35488
Algemeen Dagblad,politiegegevens,politiegegevens,nou-c(number=pl),1,1,248,83680
NRC,welmoed,welmoed,nou-p(part-of-multiword=true),1,1,53,35488
NRC,welmoed,welmoed,nou-p(number=sg),1,1,53,35488
Algemeen Dagblad,rem,remmen,nou-c(number=pl),1,1,248,83680
Trouw,fruitweg,fruitweg,nou-p(number=sg),1,1,47,23970
De Volkskrant,biljoen,biljoen,"nou-c(gender=n,number=sg)",1,1,57,29860
Algemeen Dagblad,bovenwoning,bovenwoning,"nou-c(gender=f|m,number=sg)",1,1,248,83680
Algemeen Dagblad,nieuwkomer,nieuwkomer,"nou-c(gender=f|m,number=sg)",1,1,248,83680
Algemeen Dagblad,vertrouwensband,vertrouwensband,"nou-c(gender=f|m,number=sg)",1,1,248,83680
De Volkskrant,vruchtbaar,vruchtbare,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,57,29860
Algemeen Dagblad,kunstenaar,kunstenaar,"nou-c(gender=f|m,number=sg)",1,1,248,83680
Algemeen Dagblad,craigavon,craigavon,nou-p(number=sg),1,1,248,83680
NRC,hal,hal,"nou-c(gender=f|m,number=sg)",1,1,53,35488
Algemeen Dagblad,inval,inval,"nou-c(gender=f|m,number=sg)",1,1,248,83680
NRC,tweetje,tweetjes,nou-c(number=pl),1,1,53,35488
Algemeen Dagblad,brommer,brommer,"nou-c(gender=f|m,number=sg)",1,1,248,83680
De Volkskrant,vinden,vonden,"vrb(finiteness=fin,mood=ind,tense=past,number=pl)",1,1,57,29860
De Volkskrant,knokken,knokte,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",1,1,57,29860
Het Parool,winkel,winkels,nou-c(number=pl),1,1,34,18841
De Volkskrant,beauty,beauty,res(type=for),1,1,57,29860
Trouw,kantoor,kantoren,nou-c(number=pl),1,1,47,23970
Algemeen Dagblad,buitenmaats,buitenmaats,"aa(degree=pos,position=prenom)",1,1,248,83680
Algemeen Dagblad,vernieuwend,vernieuwende,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,248,83680
Algemeen Dagblad,bijbenen,bijbenen,vrb(finiteness=ger|inf),1,1,248,83680
Trouw,arbeidskracht,arbeidskracht,"nou-c(gender=f|m,number=sg)",1,1,47,23970
Trouw,ingelegd,ingelegde,"aa(position=prenom,formal=infl-e,degree=pos)",1,1,47,23970
Algemeen Dagblad,verkeren,verkeert,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,248,83680
Het Parool,digitaal,digitale,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,34,18841
Trouw,voorlopig,voorlopige,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,47,23970
Trouw,terreur,terreur,"nou-c(gender=f|m,number=sg)",1,1,47,23970
NRC,paradiso,paradiso,nou-p(number=sg),1,1,53,35488
Algemeen Dagblad,modernisering,modernisering,"nou-c(gender=f|m,number=sg)",1,1,248,83680
Het Parool,kwalitatief,kwalitatief,"aa(degree=pos,position=adv|pred)",1,1,34,18841
Algemeen Dagblad,fitz-jim,fitz-jim,nou-p(number=sg),1,1,248,83680
Algemeen Dagblad,kaartverkoop,kaartverkoop,"nou-c(gender=f|m,number=sg)",1,1,248,83680
NRC,harten,harten,nou-c(number=pl),1,1,53,35488
De Volkskrant,interesseren,geinteresseerd,"vrb(finiteness=part,tense=past)",1,1,57,29860
Het Parool,hillbilly,hillbilly,nou-p(part-of-multiword=true),1,1,34,18841
Algemeen Dagblad,berichtgeving,berichtgeving,"nou-c(gender=f|m,number=sg)",1,1,248,83680
NRC,aanbieden,aanbieden,vrb(finiteness=ger|inf),1,1,53,35488
Algemeen Dagblad,lek,lek,"aa(degree=pos,position=adv|pred)",1,1,248,83680
NRC,murillo,murillo,nou-p(number=sg),1,1,53,35488
Algemeen Dagblad,start-up,start-ups,nou-c(number=pl),1,1,248,83680
De Volkskrant,dit,dit,"aa(degree=pos,position=adv|pred)",1,1,57,29860
Algemeen Dagblad,shots/erich,shots/erich,__eos__,1,1,248,83680
Het Parool,omfloersen,omfloerst,"vrb(finiteness=part,tense=past)",1,1,34,18841
Algemeen Dagblad,buitenwijk,buitenwijk,"nou-c(gender=f|m,number=sg)",1,1,248,83680
NRC,redden,redden,vrb(finiteness=ger|inf),1,1,53,35488
Algemeen Dagblad,ontploffing,ontploffingen,nou-c(number=pl),1,1,248,83680
NRC,nieuwsgierigheid,nieuwsgierigheid,"nou-c(gender=f|m,number=sg)",1,1,53,35488
De Volkskrant,verdienen,verdienen,vrb(finiteness=ger|inf),1,1,57,29860
De Volkskrant,"1,8","1,8","num(type=card,position=prenom)",1,1,57,29860
Trouw,bedreigen,bedreigd,"vrb(finiteness=part,tense=past)",1,1,47,23970
Het Parool,online,online,"nou-c(gender=f|m,number=sg)",1,1,34,18841
De Volkskrant,graaf,graaf,nou-p(part-of-multiword=true),1,1,57,29860
Algemeen Dagblad,vito-veld,vito-veld,"nou-c(gender=n,number=sg)",1,1,248,83680
De Volkskrant,comedyserie,comedyserie,"nou-c(gender=f|m,number=sg)",1,1,57,29860
Algemeen Dagblad,central,central,res(type=for),1,1,248,83680
Algemeen Dagblad,arbeidskracht,arbeidskracht,"nou-c(gender=f|m,number=sg)",1,1,248,83680
Het Parool,betrokkenheid,betrokkenheid,"nou-c(gender=f|m,number=sg)",1,1,34,18841
Het Parool,dwalen,dwaalt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,34,18841
Algemeen Dagblad,kredietverstrekker,kredietverstrekker,"nou-c(gender=f|m,number=sg)",1,1,248,83680
Trouw,pavlovreactie,pavlovreactie,"nou-c(gender=f|m,number=sg)",1,1,47,23970
De Volkskrant,luchtmacht,luchtmacht,"nou-c(gender=f|m,number=sg)",1,1,57,29860
NRC,eisen,eisen,vrb(finiteness=ger|inf),1,1,53,35488
Trouw,asbak,asbak,"nou-c(gender=f|m,number=sg)",1,1,47,23970
Algemeen Dagblad,jochie,jochie,"nou-c(gender=n,number=sg)",1,1,248,83680
De Volkskrant,verhalenverteller,verhalenverteller,"nou-c(gender=f|m,number=sg)",1,1,57,29860
Het Parool,plantsoen,plantsoenen,nou-c(number=pl),1,1,34,18841
De Volkskrant,v3,v3,nou-p(part-of-multiword=true),1,1,57,29860
Trouw,hevig,hevige,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,47,23970
Trouw,treffen,treft,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,47,23970
Trouw,meerderheid,meerderheid,"nou-c(gender=f|m,number=sg)",1,1,47,23970
Algemeen Dagblad,wit,wit,"aa(degree=pos,position=adv|pred)",1,1,248,83680
NRC,reiskosten,reiskosten,nou-c(number=pl),1,1,53,35488
Algemeen Dagblad,verpauperd,verpauperde,"aa(position=prenom,formal=infl-e,degree=pos)",1,1,248,83680
Algemeen Dagblad,originals,originals,nou-p(part-of-multiword=true),1,1,248,83680
NRC,sudiono,sudiono,nou-p(number=sg),1,1,53,35488
Algemeen Dagblad,metropoolregio,metropoolregio's,nou-c(number=pl),1,1,248,83680
NRC,enigszins,enigszins,adv(),1,1,53,35488
NRC,nynke,nynke,nou-p(number=sg),1,1,53,35488
NRC,elfjarig,elfjarige,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,53,35488
Algemeen Dagblad,wit,wit,nou-p(part-of-multiword=true),1,1,248,83680
Algemeen Dagblad,prikkelvrij,prikkelvrije,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,248,83680
De Volkskrant,accent,accent,"nou-c(gender=n,number=sg)",1,1,57,29860
Algemeen Dagblad,deugen,deugen,vrb(finiteness=ger|inf),1,1,248,83680
Trouw,break-up,break-ups,nou-c(number=pl),1,1,47,23970
De Volkskrant,harry,harry,nou-p(part-of-multiword=true),1,1,57,29860
De Volkskrant,arie,arie,nou-p(number=sg),1,1,57,29860
Algemeen Dagblad,gillen,gillen,vrb(finiteness=ger|inf),1,1,248,83680
Algemeen Dagblad,onderdoor,onderdoor,adv(),1,1,248,83680
Trouw,no-schotland,no-schotland,nou-p(number=sg),1,1,47,23970
Algemeen Dagblad,klimaat,klimaat,"nou-c(gender=n,number=sg)",1,1,248,83680
De Volkskrant,costa,costa,nou-p(part-of-multiword=true),1,1,57,29860
NRC,tekenen,tekenend,"vrb(finiteness=part,tense=pres)",1,1,53,35488
NRC,symfonisch,symfonische,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,53,35488
De Volkskrant,bentveld,bentveld,nou-p(number=sg),1,1,57,29860
Algemeen Dagblad,a12,a12,nou-p(number=sg),1,1,248,83680
NRC,bikkers,bikkers,nou-p(part-of-multiword=true),1,1,53,35488
Trouw,voortaan,voortaan,adv(),1,1,47,23970
Het Parool,yvonnes,yvonnes,"nou-p(number=sg,case=gen)",1,1,34,18841
Trouw,strijden,streed,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",1,1,47,23970
NRC,ikea-t,ikea-tas,nou-c(number=pl),1,1,53,35488
NRC,freude,freude,res(type=for),1,1,53,35488
Het Parool,burger,burger,"nou-c(gender=f|m,number=sg)",1,1,34,18841
De Volkskrant,hoogwaardig,hoogwaardige,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,57,29860
Algemeen Dagblad,erfgrens,erfgrens,"nou-c(gender=f|m,number=sg)",1,1,248,83680
NRC,bemoeien,bemoei,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",1,1,53,35488
NRC,zomers-schilderkunstig,zomers-schilderkunstige,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,53,35488
Algemeen Dagblad,ritje,ritjes,nou-c(number=pl),1,1,248,83680
Trouw,zuur,zuur,"nou-c(gender=n,number=sg)",1,1,47,23970
De Volkskrant,voorloper,voorlopers,nou-c(number=pl),1,1,57,29860
Het Parool,geannuleerd,geannuleerde,"aa(position=prenom,formal=infl-e,degree=pos)",1,1,34,18841
Algemeen Dagblad,leren,geleerd,"vrb(finiteness=part,tense=past)",1,1,248,83680
Algemeen Dagblad,code,code,"nou-c(gender=f|m,number=sg)",1,1,248,83680
Algemeen Dagblad,gorsje,gorsje,nou-p(number=sg),1,1,248,83680
Trouw,schipper,schippers,nou-c(number=pl),1,1,47,23970
Het Parool,patroon,patronen,nou-c(number=pl),1,1,34,18841
Algemeen Dagblad,vermeij,vermeij,nou-p(number=sg),1,1,248,83680
Algemeen Dagblad,vermeij,vermeij,nou-p(part-of-multiword=true),1,1,248,83680
NRC,leander,leander,nou-p(number=sg),1,1,53,35488
Het Parool,dj,dj's,nou-c(number=pl),1,1,34,18841
Trouw,achtervolging,achtervolgingen,nou-c(number=pl),1,1,47,23970
Het Parool,aankomen,aangekomen,"vrb(finiteness=part,tense=past)",1,1,34,18841
De Volkskrant,beleving,beleving,"nou-c(gender=f|m,number=sg)",1,1,57,29860
Algemeen Dagblad,appartementengebouw,appartementengebouw,"nou-c(gender=n,number=sg)",1,1,248,83680
Trouw,indonesier,indonesiers,nou-c(number=pl),1,1,47,23970
Het Parool,streep,streep,"nou-c(gender=f|m,number=sg)",1,1,34,18841
Trouw,zodra,zodra,conj(type=sub),1,1,47,23970
NRC,vrijen,vrijen,vrb(finiteness=ger|inf),1,1,53,35488
Het Parool,haten,gehaat,"vrb(finiteness=part,tense=past)",1,1,34,18841
Het Parool,tegengas,tegengas,"nou-c(gender=n,number=sg)",1,1,34,18841
NRC,verwoestend,verwoestende,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,53,35488
NRC,fles,fles,"nou-c(gender=f|m,number=sg)",1,1,53,35488
NRC,ldp-partijlid,ldp-partijleden,nou-c(number=pl),1,1,53,35488
Algemeen Dagblad,hormoon,hormoon,"nou-c(gender=n,number=sg)",1,1,248,83680
NRC,jaarlijks,jaarlijks,"aa(degree=pos,position=adv|pred)",1,1,53,35488
Trouw,dylan,dylan,nou-p(part-of-multiword=true),1,1,47,23970
NRC,afweersysteem,afweersysteem,"nou-c(gender=n,number=sg)",1,1,53,35488
NRC,bergsma,bergsma,nou-p(part-of-multiword=true),1,1,53,35488
Het Parool,dalen,daalde,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",1,1,34,18841
NRC,herinneren,herinneren,vrb(finiteness=ger|inf),1,1,53,35488
De Volkskrant,diepzeeduiken,diepzeeduiken,vrb(finiteness=ger|inf),1,1,57,29860
Algemeen Dagblad,wegrijden,wegrijden,vrb(finiteness=ger|inf),1,1,248,83680
NRC,explosie,explosies,nou-c(number=pl),1,1,53,35488
De Volkskrant,column,column,"nou-c(gender=f|m,number=sg)",1,1,57,29860
Algemeen Dagblad,zelfstandige,zelfstandigen,nou-c(number=pl),1,1,248,83680
NRC,blouse,blouse,"nou-c(gender=f|m,number=sg)",1,1,53,35488
Trouw,overvleugelen,overvleugelt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,47,23970
NRC,neerkomen,neerkwamen,"vrb(finiteness=fin,mood=ind,tense=past,number=pl)",1,1,53,35488
Het Parool,mohammadi,mohammadi,nou-p(number=sg),1,1,34,18841
NRC,gwangju,gwangju,nou-p(number=sg),1,1,53,35488
NRC,nrz,nrz,nou-p(number=sg),1,1,53,35488
Trouw,belangrijk,belangrijk,"aa(degree=pos,position=prenom)",1,1,47,23970
Het Parool,ontstemmen,ontstemd,"vrb(finiteness=part,tense=past)",1,1,34,18841
Het Parool,khan,khan,nou-p(part-of-multiword=true),1,1,34,18841
Het Parool,khan,khan,nou-p(number=sg),1,1,34,18841
De Volkskrant,luwte,luwte,"nou-c(gender=f|m,number=sg)",1,1,57,29860
Trouw,farah,farah,nou-p(number=sg),1,1,47,23970
De Volkskrant,indrukwekkend,indrukwekkend,"aa(degree=pos,position=prenom)",1,1,57,29860
Algemeen Dagblad,waterrijk,waterrijke,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,248,83680
NRC,gemeente,gemeentes,nou-c(number=pl),1,1,53,35488
Algemeen Dagblad,mediatv,mediatv,nou-p(number=sg),1,1,248,83680
Het Parool,gezin,gezin,"nou-c(gender=n,number=sg)",1,1,34,18841
Algemeen Dagblad,slingerdeslang,slingerdeslang,"nou-c(gender=f|m,number=sg)",1,1,248,83680
NRC,22-jarig,22-jarige,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,53,35488
De Volkskrant,lijken,lijken,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",1,1,57,29860
Trouw,investering,investeringen,nou-c(number=pl),1,1,47,23970
De Volkskrant,men,men,"pd(type=pers,person=3,gender=m,number=sg,position=pron,case=nom)",1,1,57,29860
Algemeen Dagblad,reizen,reizen,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",1,1,248,83680
De Volkskrant,steek-partij,steek-partij,"nou-c(gender=f|m,number=sg)",1,1,57,29860
NRC,verwijzen,verwijzen,vrb(finiteness=ger|inf),1,1,53,35488
Algemeen Dagblad,stanley,stanley,nou-p(part-of-multiword=true),1,1,248,83680
Algemeen Dagblad,hoofdwinkelcentrum,hoofdwinkelcentrum,"nou-c(gender=n,number=sg)",1,1,248,83680
De Volkskrant,zuid-londen,zuid-londen,nou-p(number=sg),1,1,57,29860
Algemeen Dagblad,draak,draak,"nou-c(gender=f|m,number=sg)",1,1,248,83680
Trouw,chuenban,chuenban,nou-p(number=sg),1,1,47,23970
NRC,kooisculptuur,kooisculpturen,nou-c(number=pl),1,1,53,35488
De Volkskrant,scene,scenes,nou-c(number=pl),1,1,57,29860
Algemeen Dagblad,gemeentekas,gemeentekas,"nou-c(gender=f|m,number=sg)",1,1,248,83680
Het Parool,nieuwbouw,nieuwbouw,"nou-c(gender=f|m,number=sg)",1,1,34,18841
Trouw,jaarlijks,jaarlijks,"aa(degree=pos,position=adv|pred)",1,1,47,23970
Trouw,expat,expats,nou-c(number=pl),1,1,47,23970
Algemeen Dagblad,hoeksedijkbrug,hoeksedijkbrug,nou-p(number=sg),1,1,248,83680
De Volkskrant,aanklager,aanklager,"nou-c(gender=f|m,number=sg)",1,1,57,29860
Algemeen Dagblad,enfin,enfin,adv(),1,1,248,83680
Algemeen Dagblad,noya,noya,nou-p(number=sg),1,1,248,83680
NRC,zeventiende,zeventiende,"num(type=ord,position=prenom)",1,1,53,35488
NRC,uitgroeien,uitgroeide,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",1,1,53,35488
De Volkskrant,vogelvlucht,vogelvlucht,"nou-c(gender=f|m,number=sg)",1,1,57,29860
Het Parool,degelijk,degelijk,"aa(degree=pos,position=adv|pred)",1,1,34,18841
NRC,ido’s,ido’s,nou-p(part-of-multiword=true),1,1,53,35488
NRC,sociaalwetenschappelijk,sociaalwetenschappelijk,"aa(degree=pos,position=adv|pred)",1,1,53,35488
NRC,tekstopdracht,tekstopdrachten,nou-c(number=pl),1,1,53,35488
Algemeen Dagblad,gekookt,gekookte,"aa(position=prenom,formal=infl-e,degree=pos)",1,1,248,83680
Algemeen Dagblad,sudderen,gesudderd,"vrb(finiteness=part,tense=past)",1,1,248,83680
Algemeen Dagblad,laidback,laidback,res(type=for),1,1,248,83680
Algemeen Dagblad,meerts,meerts,nou-p(part-of-multiword=true),1,1,248,83680
Algemeen Dagblad,meerts,meerts,nou-p(number=sg),1,1,248,83680
De Volkskrant,punter,punters,nou-c(number=pl),1,1,57,29860
Algemeen Dagblad,productie,producties,nou-c(number=pl),1,1,248,83680
Algemeen Dagblad,aanrijden,aangereden,"vrb(finiteness=part,tense=past)",1,1,248,83680
Trouw,voorzorg,voorzorg,"nou-c(gender=f|m,number=sg)",1,1,47,23970
Het Parool,jazz,jazz,"nou-c(gender=f|m,number=sg)",1,1,34,18841
Het Parool,opzetten,opzetten,"nou-c(gender=n,number=sg)",1,1,34,18841
NRC,infanterie-aanval,infanterie-aanvallen,nou-c(number=pl),1,1,53,35488
Algemeen Dagblad,superleuken,superleuk,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",1,1,248,83680
Algemeen Dagblad,rijssen,rijssen,nou-p(number=sg),1,1,248,83680
NRC,bernardt,bernardt,nou-p(part-of-multiword=true),1,1,53,35488
Het Parool,francesca,francesca,nou-p(number=sg),1,1,34,18841
Algemeen Dagblad,mannenkoor,mannenkoor,"nou-c(gender=n,number=sg)",1,1,248,83680
Algemeen Dagblad,lymfeklier,lymfeklieren,nou-c(number=pl),1,1,248,83680
Trouw,eendje,eendjes,nou-c(number=pl),1,1,47,23970
De Volkskrant,eten,eten,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",1,1,57,29860
Algemeen Dagblad,doorrijden,doorgereden,"vrb(finiteness=part,tense=past)",1,1,248,83680
NRC,mone,mone,nou-p(part-of-multiword=true),1,1,53,35488
NRC,mone,mone,nou-p(number=sg),1,1,53,35488
Algemeen Dagblad,topvoetbal,topvoetbal,"nou-c(gender=n,number=sg)",1,1,248,83680
Trouw,belanden,beland,"vrb(finiteness=part,tense=past)",1,1,47,23970
Trouw,concurrentiestrijd,concurrentiestrijd,"nou-c(gender=f|m,number=sg)",1,1,47,23970
NRC,officieel,officieel,"aa(degree=pos,position=adv|pred)",1,1,53,35488
Algemeen Dagblad,advocaatkosten,advocaatkosten,nou-c(number=pl),1,1,248,83680
NRC,oud-burgemeester,oud-burgemeester,"nou-c(gender=f|m,number=sg)",1,1,53,35488
Trouw,erop,erop,adv(),1,1,47,23970
NRC,zak,zak,"nou-c(gender=f|m,number=sg)",1,1,53,35488
Algemeen Dagblad,kiezen,kiezen,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",1,1,248,83680
Het Parool,machine,machines,nou-c(number=pl),1,1,34,18841
De Volkskrant,hu,hu,nou-p(part-of-multiword=true),1,1,57,29860
De Volkskrant,zielenpiet,zielenpieten,nou-c(number=pl),1,1,57,29860
Algemeen Dagblad,java,java,nou-p(number=sg),1,1,248,83680
Trouw,verdraaien,verdraaien,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",1,1,47,23970
Het Parool,menselijk,menselijk,"aa(degree=pos,position=prenom)",1,1,34,18841
NRC,huishouden,huishield,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",1,1,53,35488
Algemeen Dagblad,variety,variety,nou-p(number=sg),1,1,248,83680
Het Parool,opzetten,opzetten,vrb(finiteness=ger|inf),1,1,34,18841
Algemeen Dagblad,sleutelpositie,sleutelposities,nou-c(number=pl),1,1,248,83680
De Volkskrant,opleiden,opgeleid,"vrb(finiteness=part,tense=past)",1,1,57,29860
NRC,breathe,breathe,nou-p(part-of-multiword=true),1,1,53,35488
Algemeen Dagblad,staatbosbeheer.nl,staatbosbeheer.nl,res(type=sym),1,1,248,83680
De Volkskrant,leusden,leusden,nou-p(number=sg),1,1,57,29860
Algemeen Dagblad,kippa,kippa,nou-p(number=sg),1,1,248,83680
Trouw,rugen,rugen,nou-p(number=sg),1,1,47,23970
NRC,theems,theems,nou-p(number=sg),1,1,53,35488
Trouw,moslim,moslim,"nou-c(gender=f|m,number=sg)",1,1,47,23970
NRC,verhogen,verhoogt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,53,35488
NRC,rollen,gerold,"vrb(finiteness=part,tense=past)",1,1,53,35488
Algemeen Dagblad,liggend,liggende,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,248,83680
Trouw,certificaat,certificaat,"nou-c(gender=n,number=sg)",1,1,47,23970
De Volkskrant,intentie,intenties,nou-c(number=pl),1,1,57,29860
Algemeen Dagblad,feyenoord-huurling,feyenoord-huurling,"nou-c(gender=f|m,number=sg)",1,1,248,83680
Algemeen Dagblad,primeur,primeur,"nou-c(gender=f|m,number=sg)",1,1,248,83680
Algemeen Dagblad,traas,traas,nou-p(part-of-multiword=true),1,1,248,83680
NRC,jong,jong,"aa(degree=pos,position=adv|pred)",1,1,53,35488
NRC,bevallen,bevalt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,53,35488
Trouw,eisen,eisen,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",1,1,47,23970
NRC,gevechtsklaar,gevechtsklare,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,53,35488
Algemeen Dagblad,bestuurder,bestuurder,"nou-c(gender=f|m,number=sg)",1,1,248,83680
Trouw,graaf,graaf,"nou-c(gender=f|m,number=sg)",1,1,47,23970
NRC,a4,a4,nou-p(number=sg),1,1,53,35488
De Volkskrant,arbeid,arbeid,"nou-c(gender=f|m,number=sg)",1,1,57,29860
Trouw,doerianteler,doerianteler,"nou-c(gender=f|m,number=sg)",1,1,47,23970
NRC,symbool,symbool,"nou-c(gender=n,number=sg)",1,1,53,35488
Het Parool,deksteen,dekstenen,nou-c(number=pl),1,1,34,18841
Algemeen Dagblad,lama,lama's,nou-c(number=pl),1,1,248,83680
Trouw,voorgesteld,voorgestelde,"aa(position=prenom,formal=infl-e,degree=pos)",1,1,47,23970
Het Parool,blik,blik,"nou-c(gender=f|m,number=sg)",1,1,34,18841
Trouw,leiding,leiding,"nou-c(gender=f|m,number=sg)",1,1,47,23970
Algemeen Dagblad,bootcamp,bootcamps,nou-c(number=pl),1,1,248,83680
Algemeen Dagblad,donker,donker,"aa(degree=pos,position=prenom)",1,1,248,83680
Algemeen Dagblad,gayclub,gayclubs,nou-c(number=pl),1,1,248,83680
Algemeen Dagblad,uitblijven,uitgebleven,"vrb(finiteness=part,tense=past)",1,1,248,83680
De Volkskrant,draagvlak,draagvlak,"nou-c(gender=n,number=sg)",1,1,57,29860
Algemeen Dagblad,breeveld,breeveld,nou-p(number=sg),1,1,248,83680
NRC,jong,jong,"aa(degree=pos,position=prenom)",1,1,53,35488
De Volkskrant,ketsen,ketste,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",1,1,57,29860
NRC,verrassen,verrast,"vrb(finiteness=part,tense=past)",1,1,53,35488
De Volkskrant,druppel-op-de-gloeiende-plaatgevoel,druppel-op-de-gloeiende-plaatgevoel,"nou-c(gender=n,number=sg)",1,1,57,29860
Algemeen Dagblad,molukker,molukkers,nou-c(number=pl),1,1,248,83680
Trouw,trobe,trobe,nou-p(part-of-multiword=true),1,1,47,23970
Algemeen Dagblad,toegangsprijs,toegangsprijs,"nou-c(gender=f|m,number=sg)",1,1,248,83680
De Volkskrant,afhuren,afgehuurd,"vrb(finiteness=part,tense=past)",1,1,57,29860
Algemeen Dagblad,minst,minst,"pd(type=indef,position=pron)",1,1,248,83680
NRC,verte,verte,"nou-c(gender=f|m,number=sg)",1,1,53,35488
NRC,tas,tassen,nou-c(number=pl),1,1,53,35488
NRC,respectievelijk,respectievelijke,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,53,35488
NRC,samenstelling,samenstelling,"nou-c(gender=f|m,number=sg)",1,1,53,35488
De Volkskrant,zuur,zuur,"aa(degree=pos,position=adv|pred)",1,1,57,29860
NRC,uitspinnen,uitgesponnen,"vrb(finiteness=part,tense=past)",1,1,53,35488
De Volkskrant,betoverend,betoverende,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,57,29860
Trouw,oud-nsb'er,oud-nsb'er,"nou-c(gender=f|m,number=sg)",1,1,47,23970
Algemeen Dagblad,hoeveelheid,hoeveelheden,nou-c(number=pl),1,1,248,83680
Algemeen Dagblad,onacceptabel,onacceptabel,"aa(degree=pos,position=adv|pred)",1,1,248,83680
De Volkskrant,tv-maker,tv-maker,"nou-c(gender=f|m,number=sg)",1,1,57,29860
NRC,cote,cote,nou-p(part-of-multiword=true),1,1,53,35488
Het Parool,zoontje,zoontje,"nou-c(gender=n,number=sg)",1,1,34,18841
Algemeen Dagblad,sparta-thuis,sparta-thuis,nou-p(number=sg),1,1,248,83680
De Volkskrant,visie,visie,"nou-c(gender=f|m,number=sg)",1,1,57,29860
Het Parool,lopen,gelopen,"vrb(finiteness=part,tense=past)",1,1,34,18841
Trouw,vicepremier,vicepremier,"nou-c(gender=f|m,number=sg)",1,1,47,23970
Algemeen Dagblad,dordtenaren,dordtenaren,nou-p(number=sg),1,1,248,83680
Het Parool,kijken,kijken,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",1,1,34,18841
De Volkskrant,knoflookteen,knoflooktenen,nou-c(number=pl),1,1,57,29860
NRC,paula,paula,nou-p(part-of-multiword=true),1,1,53,35488
NRC,doofheid,doofheid,"nou-c(gender=f|m,number=sg)",1,1,53,35488
De Volkskrant,weekend,weekend,"nou-c(gender=n,number=sg)",1,1,57,29860
Algemeen Dagblad,rvs,rvs,nou-p(number=sg),1,1,248,83680
Het Parool,kaalslag,kaalslag,"nou-c(gender=f|m,number=sg)",1,1,34,18841
De Volkskrant,procent,procenten,nou-c(number=pl),1,1,57,29860
De Volkskrant,mondkapje,mondkapjes,nou-c(number=pl),1,1,57,29860
