document: titleLevel2,hit text: lemma,hit text: word,hit text: pos_full,count,numberOfDocs,subcorpusSize.documents,subcorpusSize.numberOfTokens
Gazet van Antwerpen,maarhiervoor,maarhiervoor,nou-p(number=sg),1,1,229,28264
De Standaard,kld,kld,res(type=sym),1,1,148,48749
Het Nieuwsblad,mahieu,mahieu,nou-p(number=sg),1,1,954,142827
Gazet van Antwerpen,presteren,gepresteerd,"vrb(finiteness=part,tense=past)",1,1,229,28264
Het Nieuwsblad,dadizele,dadizele,nou-p(number=sg),1,1,954,142827
Het Nieuwsblad,zomertornooi,zomertornooi,"nou-c(gender=n,number=sg)",1,1,954,142827
Gazet van Antwerpen,vorst,vorst,nou-p(number=sg),1,1,229,28264
Het Nieuwsblad,pres,pres,nou-p(part-of-multiword=true),1,1,954,142827
Gazet van Antwerpen,nooitvergaan,nooitvergaan,vrb(finiteness=ger|inf),1,1,229,28264
Het Nieuwsblad,evelin,evelin,nou-p(part-of-multiword=true),1,1,954,142827
Het Belang van Limburg,merken,merken,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",1,1,81,8993
Het Nieuwsblad,zomervakantie,zomervakantie,"nou-c(gender=f|m,number=sg)",1,1,954,142827
Gazet van Antwerpen,"10,8","10,8","num(type=card,position=prenom)",1,1,229,28264
De Standaard,bulletin,bulletins,nou-c(number=pl),1,1,148,48749
Het Nieuwsblad,pres,pres,"nou-c(number=sg,case=gen)",1,1,954,142827
Het Belang van Limburg,speelgoed,speelgoed,"nou-c(gender=n,number=sg)",1,1,81,8993
Het Nieuwsblad,geengageerd,geengageerd,"aa(position=prenom,degree=pos)",1,1,954,142827
Gazet van Antwerpen,afkomstig,afkomstig,"aa(degree=pos,position=adv|pred)",1,1,229,28264
Het Belang van Limburg,inzittende,inzittende,"nou-c(gender=f|m,number=sg)",1,1,81,8993
Gazet van Antwerpen,gemeentelijkeculturele,gemeentelijkeculturele,"nou-c(gender=n,number=sg)",1,1,229,28264
Het Nieuwsblad,duurzaamheidsambtenaar,duurzaamheidsambtenaar,"nou-c(gender=f|m,number=sg)",1,1,954,142827
De Ware Tijd,fulltim,fulltime,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,76,28561
Het Belang van Limburg,onaangenaam,onaangename,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,81,8993
Het Nieuwsblad,label,labels,nou-c(number=pl),1,1,954,142827
De Standaard,krimp,krimp,"nou-c(gender=f|m,number=sg)",1,1,148,48749
De Ware Tijd,chris,chris,nou-p(part-of-multiword=true),1,1,76,28561
Het Nieuwsblad,7-0,7-0,"num(type=card,position=prenom)",1,1,954,142827
Het Nieuwsblad,7-0,7-0,"num(type=card,position=oth|pred)",1,1,954,142827
Het Nieuwsblad,kon.,kon.,res(type=abbr),1,1,954,142827
Het Nieuwsblad,overtreder,overtreders,nou-c(number=pl),1,1,954,142827
Het Nieuwsblad,triatlon,triatlon,nou-p(part-of-multiword=true),1,1,954,142827
Gazet van Antwerpen,mijlstraat,mijlstraat,nou-p(number=sg),1,1,229,28264
Gazet van Antwerpen,sluitingsuurop,sluitingsuurop,"nou-c(gender=n,number=sg)",1,1,229,28264
Het Nieuwsblad,weichet,weichet,nou-p(number=sg),1,1,954,142827
De Standaard,uiteen,uiteen,adv(),1,1,148,48749
Het Nieuwsblad,voorzitster,voorzitster,"nou-c(gender=f|m,number=sg)",1,1,954,142827
Het Belang van Limburg,overleveringwil,overleveringwil,"nou-c(gender=f|m,number=sg)",1,1,81,8993
De Standaard,onthullen,onthuld,"vrb(finiteness=part,tense=past)",1,1,148,48749
Het Nieuwsblad,lode,lode,nou-p(part-of-multiword=true),1,1,954,142827
Het Nieuwsblad,min.,min.,res(type=sym),1,1,954,142827
Het Nieuwsblad,russisch,russisch,"aa(degree=pos,position=prenom)",1,1,954,142827
Het Nieuwsblad,bordeelbezoek,bordeelbezoeken,nou-c(number=pl),1,1,954,142827
Het Nieuwsblad,mager,mager,"aa(degree=pos,position=adv|pred)",1,1,954,142827
De Standaard,samuel,samuel,nou-p(number=sg),1,1,148,48749
De Standaard,hulpverlener,hulpverleners,nou-c(number=pl),1,1,148,48749
De Standaard,samuel,samuel,nou-p(part-of-multiword=true),1,1,148,48749
Het Nieuwsblad,identiek,identieke,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,954,142827
Het Nieuwsblad,operatief,operatief,"aa(degree=pos,position=adv|pred)",1,1,954,142827
Het Nieuwsblad,11.000,11.000,"num(type=card,position=prenom)",1,1,954,142827
De Ware Tijd,vleermuizenafval,vleermuizenafval,"nou-c(gender=n,number=sg)",1,1,76,28561
Het Nieuwsblad,zzz-cp,zzz-cp,res(type=sym),1,1,954,142827
Gazet van Antwerpen,lieselot,lieselot,nou-p(part-of-multiword=true),1,1,229,28264
Het Nieuwsblad,team,team,nou-p(number=sg),1,1,954,142827
Het Nieuwsblad,sprundel,sprundel,"nou-c(gender=f|m,number=sg)",1,1,954,142827
Het Nieuwsblad,tekirova,tekirova,nou-p(part-of-multiword=true),1,1,954,142827
Het Nieuwsblad,sprundel,sprundel,nou-p(number=sg),1,1,954,142827
De Ware Tijd,4.40,4.40,"num(type=card,position=oth|pred)",1,1,76,28561
De Standaard,morgens,morgens,"nou-c(number=sg,case=gen)",1,1,148,48749
Het Nieuwsblad,vergen,vergen,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",1,1,954,142827
De Ware Tijd,bloeddruk,bloeddruk,"nou-c(gender=f|m,number=sg)",1,1,76,28561
De Standaard,gekaapt,gekaapte,"aa(position=prenom,formal=infl-e,degree=pos)",1,1,148,48749
De Standaard,sociaal-democratisch,sociaaldemocratische,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,148,48749
Gazet van Antwerpen,vanoppenvoor,vanoppenvoor,nou-p(part-of-multiword=true),1,1,229,28264
Het Nieuwsblad,"12.42,04","12.42,04",res(type=sym),1,1,954,142827
De Standaard,reflectiethema,reflectiethema,"nou-c(gender=f|m,number=sg)",1,1,148,48749
De Standaard,boeken,geboekt,"vrb(finiteness=part,tense=past)",1,1,148,48749
Gazet van Antwerpen,schermutseling,schermutseling,"nou-c(gender=f|m,number=sg)",1,1,229,28264
Gazet van Antwerpen,boord,boord,"aa(degree=pos,position=adv|pred)",1,1,229,28264
Het Nieuwsblad,ledenbegijnhofkortrijk@telenet.be,ledenbegijnhofkortrijk@telenet.be,"nou-c(gender=f|m,number=sg)",1,1,954,142827
Gazet van Antwerpen,electrozaak,electrozaak,"nou-c(gender=f|m,number=sg)",1,1,229,28264
Het Nieuwsblad,cursusaanbod,cursusaanbod,"nou-c(gender=n,number=sg)",1,1,954,142827
Het Nieuwsblad,edmond,edmond,nou-p(part-of-multiword=true),1,1,954,142827
Het Nieuwsblad,keuzevak,keuzevak,"nou-c(gender=n,number=sg)",1,1,954,142827
Het Nieuwsblad,185,185,"num(type=card,position=prenom)",1,1,954,142827
Het Nieuwsblad,foorattractie,foorattracties,nou-c(number=pl),1,1,954,142827
Het Belang van Limburg,tussend,tussende,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,81,8993
De Standaard,eersteklasseclub,eersteklasseclub,"nou-c(gender=f|m,number=sg)",1,1,148,48749
De Standaard,warm,warm,"aa(degree=pos,position=adv|pred)",1,1,148,48749
Gazet van Antwerpen,neonazi,neonazi,"nou-c(gender=f|m,number=sg)",1,1,229,28264
Gazet van Antwerpen,sempot,sempot,nou-p(part-of-multiword=true),1,1,229,28264
Het Nieuwsblad,ongelezen,ongelezen,"aa(degree=pos,position=adv|pred)",1,1,954,142827
Gazet van Antwerpen,openenin,openenin,"nou-c(gender=f|m,number=sg)",1,1,229,28264
Gazet van Antwerpen,gemakkelijk,gemakkelijke,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,229,28264
De Standaard,pensioenleeftijd,pensioenleeftijd,"nou-c(gender=f|m,number=sg)",1,1,148,48749
Het Nieuwsblad,omleiding,omleidingen,nou-c(number=pl),1,1,954,142827
De Standaard,eindje,eindje,"nou-c(gender=n,number=sg)",1,1,148,48749
Het Nieuwsblad,binden,bindt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,954,142827
Het Nieuwsblad,artikel,artikels,nou-c(number=pl),1,1,954,142827
Het Nieuwsblad,19-25,19-25,res(type=sym),1,1,954,142827
De Standaard,geplaagd,geplaagde,"aa(position=prenom,formal=infl-e,degree=pos)",1,1,148,48749
Het Nieuwsblad,uitgebalanceerd,uitgebalanceerde,"aa(position=prenom,formal=infl-e,degree=pos)",1,1,954,142827
Gazet van Antwerpen,optelsom,optelsom,"nou-c(gender=f|m,number=sg)",1,1,229,28264
Het Nieuwsblad,verticaal,vertikale,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,954,142827
Het Nieuwsblad,losgeld,losgeld,"nou-c(gender=n,number=sg)",1,1,954,142827
De Standaard,zorgzaamheid,zorgzaamheid,"nou-c(gender=f|m,number=sg)",1,1,148,48749
Gazet van Antwerpen,melden,melden,vrb(finiteness=ger|inf),1,1,229,28264
De Standaard,jetlag,jetlag,"nou-c(gender=f|m,number=sg)",1,1,148,48749
Gazet van Antwerpen,melden,melden,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",1,1,229,28264
Het Belang van Limburg,lang,lange,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,81,8993
Het Belang van Limburg,herk-de-stad,herk-de-stad,nou-p(number=sg),1,1,81,8993
De Standaard,dhoore,dhoore,nou-p(part-of-multiword=true),1,1,148,48749
Het Nieuwsblad,koala,koala's,nou-c(number=pl),1,1,954,142827
De Standaard,presentatie,presentaties,nou-c(number=pl),1,1,148,48749
Gazet van Antwerpen,kruisweg,kruisweg,"nou-c(gender=f|m,number=sg)",1,1,229,28264
Gazet van Antwerpen,mucoviscidoos,mucoviscidose,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,229,28264
Het Belang van Limburg,lichtgewond.nancy,lichtgewond.nancy,res(type=for),1,1,81,8993
Het Nieuwsblad,braekevelt-cassae,braekevelt-cassae,nou-p(number=sg),1,1,954,142827
Het Belang van Limburg,blockbuster,blockbuster,"nou-c(gender=f|m,number=sg)",1,1,81,8993
Het Nieuwsblad,diestsesteenweg,diestsesteenweg,nou-p(number=sg),1,1,954,142827
Het Nieuwsblad,streekproduct,streekproduct,"nou-c(gender=n,number=sg)",1,1,954,142827
De Standaard,noodtoestand,noodtoestand,"nou-c(gender=f|m,number=sg)",1,1,148,48749
De Standaard,doorgaan.,doorgaan.,"nou-c(gender=f|m,number=sg)",1,1,148,48749
Het Belang van Limburg,inzittende,inzittenden,nou-c(number=pl),1,1,81,8993
Gazet van Antwerpen,klasse,klasse,"nou-c(gender=f|m,number=sg)",1,1,229,28264
De Standaard,www.think.bbdo.be,www.think.bbdo.be,res(type=sym),1,1,148,48749
De Standaard,kinetisch,kinetische,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,148,48749
De Standaard,noodtoestand,noodtoestand,nou-p(number=sg),1,1,148,48749
De Standaard,inlichting,inlichtingen,nou-c(number=pl),1,1,148,48749
Gazet van Antwerpen,gp,gp,nou-p(number=sg),1,1,229,28264
Het Belang van Limburg,evenement,evenementen,nou-c(number=pl),1,1,81,8993
Het Belang van Limburg,ondermijnen,ondermijnt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,81,8993
Het Nieuwsblad,levend,levend,"aa(degree=pos,position=prenom)",1,1,954,142827
De Standaard,vervullen,vervult,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,148,48749
De Standaard,winst,winst,"nou-c(gender=f|m,number=sg)",1,1,148,48749
Gazet van Antwerpen,buitenland,buitenland,"nou-c(gender=n,number=sg)",1,1,229,28264
Het Nieuwsblad,groenstraat,groenstraat,nou-p(number=sg),1,1,954,142827
Het Nieuwsblad,vangrail,vangrail,"nou-c(gender=f|m,number=sg)",1,1,954,142827
Het Nieuwsblad,maatvijver,maatvijver,nou-p(number=sg),1,1,954,142827
Het Nieuwsblad,vanaudenaerde,vanaudenaerde,nou-p(number=sg),1,1,954,142827
Het Nieuwsblad,betrekken,betrekt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,954,142827
Gazet van Antwerpen,enschoolgenootje,enschoolgenootjes,nou-c(number=pl),1,1,229,28264
Het Belang van Limburg,vierde,vierde,"num(type=ord,position=prenom)",1,1,81,8993
Het Nieuwsblad,sports,sports,nou-p(number=sg),1,1,954,142827
Gazet van Antwerpen,defensiesluw,defensiesluw,"nou-c(gender=f|m,number=sg)",1,1,229,28264
Het Belang van Limburg,meerdan,meerdan,nou-p(number=sg),1,1,81,8993
Het Nieuwsblad,aardbei,aardbeien,nou-c(number=pl),1,1,954,142827
Het Nieuwsblad,bruwaene,bruwaene,nou-p(part-of-multiword=true),1,1,954,142827
Het Nieuwsblad,deruyck,deruyck,nou-p(number=sg),1,1,954,142827
Het Nieuwsblad,punten,punten,vrb(finiteness=ger|inf),1,1,954,142827
Het Nieuwsblad,bikkelen,bikkelen,vrb(finiteness=ger|inf),1,1,954,142827
Gazet van Antwerpen,dormaels,dormaels,nou-p(number=sg),1,1,229,28264
Het Nieuwsblad,8,8,res(type=sym),1,1,954,142827
De Standaard,alle,allen,"pd(type=indef,position=prenom,case=dat)",1,1,148,48749
De Standaard,alle,allen,"pd(type=indef,position=pron)",1,1,148,48749
Het Nieuwsblad,lachwekkend,lachwekkende,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,954,142827
Gazet van Antwerpen,belgian,belgian,res(type=for),1,1,229,28264
Het Nieuwsblad,gemeenteraad,gemeenteraden,nou-c(number=pl),1,1,954,142827
Het Nieuwsblad,lannoo,lannoo,nou-p(part-of-multiword=true),1,1,954,142827
Het Belang van Limburg,zandstrand,zandstrand,"nou-c(gender=n,number=sg)",1,1,81,8993
De Standaard,daderrol,daderrol,"nou-c(gender=f|m,number=sg)",1,1,148,48749
Gazet van Antwerpen,gehuld,gehuld,nou-p(part-of-multiword=true),1,1,229,28264
De Standaard,thapa,thapa,nou-p(number=sg),1,1,148,48749
Gazet van Antwerpen,ateliermens,ateliermensen,nou-c(number=pl),1,1,229,28264
Het Nieuwsblad,haling,halingen,nou-c(number=pl),1,1,954,142827
Het Belang van Limburg,licht,licht,"nou-c(gender=n,number=sg)",1,1,81,8993
De Standaard,douche,douches,nou-c(number=pl),1,1,148,48749
De Standaard,cultmusical,cultmusical,"nou-c(gender=f|m,number=sg)",1,1,148,48749
Het Nieuwsblad,supersnel,supersnel,"aa(degree=pos,position=adv|pred)",1,1,954,142827
Het Nieuwsblad,spoorwegtalud,spoorwegtalud,"nou-c(gender=n,number=sg)",1,1,954,142827
Gazet van Antwerpen,oest-kamenogorsk,oest-kamenogorsk,nou-p(number=sg),1,1,229,28264
Gazet van Antwerpen,halen,haalden,"vrb(finiteness=fin,mood=ind,tense=past,number=pl)",1,1,229,28264
Het Nieuwsblad,zwaaien,zwaaien,vrb(finiteness=ger|inf),1,1,954,142827
Gazet van Antwerpen,2012koom,2012komen,nou-c(number=pl),1,1,229,28264
De Standaard,afsteken,afgestoken,"vrb(finiteness=part,tense=past)",1,1,148,48749
De Standaard,startbanenproject,startbanenproject,"nou-c(gender=n,number=sg)",1,1,148,48749
Het Nieuwsblad,falen,faalde,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",1,1,954,142827
Gazet van Antwerpen,telenet,telenet,nou-p(number=sg),1,1,229,28264
De Standaard,achteraan,achteraan,adv(),1,1,148,48749
De Standaard,activeren,geactiveerd,"vrb(finiteness=part,tense=past)",1,1,148,48749
Het Nieuwsblad,zalm,zalmen,nou-c(number=pl),1,1,954,142827
Het Nieuwsblad,vrouwenwandeling,vrouwenwandeling,"nou-c(gender=f|m,number=sg)",1,1,954,142827
Het Belang van Limburg,heilig,heilige,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,81,8993
De Standaard,incalculeren,ingecalculeerd,"vrb(finiteness=part,tense=past)",1,1,148,48749
De Standaard,gilles-hype,gilles-hype,"nou-c(gender=f|m,number=sg)",1,1,148,48749
Het Belang van Limburg,slachtoffermoet,slachtoffermoet,"nou-c(gender=n,number=sg)",1,1,81,8993
Gazet van Antwerpen,bko-huisvestingin,bko-huisvestingin,"nou-c(gender=f|m,number=sg)",1,1,229,28264
Het Nieuwsblad,steltenloper,steltenlopers,nou-c(number=pl),1,1,954,142827
Gazet van Antwerpen,enin,enin,"nou-c(gender=f|m,number=sg)",1,1,229,28264
Het Nieuwsblad,specialiseren,specialiseert,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,954,142827
Het Nieuwsblad,wankaarde,wankaarde,nou-p(number=sg),1,1,954,142827
De Standaard,verstoren,verstoren,vrb(finiteness=ger|inf),1,1,148,48749
Het Nieuwsblad,zwevegems,zwevegemse,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,954,142827
Het Nieuwsblad,verzachtend,verzachtende,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,954,142827
De Standaard,beschermen,beschermd,"vrb(finiteness=part,tense=past)",1,1,148,48749
Het Nieuwsblad,realisatie,realisaties,nou-c(number=pl),1,1,954,142827
De Ware Tijd,masterclass,masterclass,nou-p(part-of-multiword=true),1,1,76,28561
De Standaard,duivenschieting,duivenschieting,"nou-c(gender=f|m,number=sg)",1,1,148,48749
De Standaard,heffen,heft,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,148,48749
De Standaard,kortrijk-kuurne-lendelede,kortrijk-kuurne-lendelede,nou-p(number=sg),1,1,148,48749
Het Nieuwsblad,opgetogen,opgetogen,"aa(degree=pos,position=adv|pred)",1,1,954,142827
Het Nieuwsblad,ontmoetingsplaats,ontmoetingsplaatsen,nou-c(number=pl),1,1,954,142827
Gazet van Antwerpen,7.c.le,7.c.le,res(type=sym),1,1,229,28264
De Standaard,gordeldracht,gordeldracht,"nou-c(gender=f|m,number=sg)",1,1,148,48749
Het Nieuwsblad,terugbetalen,terugbetaald,"vrb(finiteness=part,tense=past)",1,1,954,142827
De Standaard,stoer.,stoer.,"nou-c(gender=f|m,number=sg)",1,1,148,48749
De Standaard,putten,putte,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",1,1,148,48749
Het Belang van Limburg,hazodi,hazodi,nou-p(number=sg),1,1,81,8993
Gazet van Antwerpen,toon,toon,"nou-c(gender=f|m,number=sg)",1,1,229,28264
Het Nieuwsblad,muzieklegende,muzieklegende,"nou-c(gender=f|m,number=sg)",1,1,954,142827
Het Nieuwsblad,verkeersopstopping,verkeersopstoppingen,nou-c(number=pl),1,1,954,142827
De Standaard,archeologisch,archeologisch,"aa(degree=pos,position=prenom)",1,1,148,48749
Het Nieuwsblad,dalen,gedaald,"vrb(finiteness=part,tense=past)",1,1,954,142827
Het Nieuwsblad,peperduur,peperdure,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,954,142827
De Standaard,beklemtonen,beklemtonen,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",1,1,148,48749
Het Nieuwsblad,gdansk,gdansk,nou-p(number=sg),1,1,954,142827
Het Nieuwsblad,ontlading,ontlading,"nou-c(gender=f|m,number=sg)",1,1,954,142827
Het Nieuwsblad,rm,rm,nou-p(number=sg),1,1,954,142827
Gazet van Antwerpen,maandagmorgenvast,maandagmorgenvast,"nou-c(gender=f|m,number=sg)",1,1,229,28264
Het Nieuwsblad,kubika,kubika,nou-p(number=sg),1,1,954,142827
Het Belang van Limburg,anne,anne,nou-p(part-of-multiword=true),1,1,81,8993
Het Nieuwsblad,ontpoppen,ontpopte,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",1,1,954,142827
Gazet van Antwerpen,u9,u9,res(type=sym),1,1,229,28264
Het Nieuwsblad,contactgestoord,contactgestoorde,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,954,142827
Gazet van Antwerpen,412,412,"num(type=card,position=prenom)",1,1,229,28264
Het Belang van Limburg,link,link,"nou-c(gender=f|m,number=sg)",1,1,81,8993
Het Nieuwsblad,smells,smells,nou-p(number=sg),1,1,954,142827
Het Nieuwsblad,doorvoeren,doorvoerde,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",1,1,954,142827
Het Nieuwsblad,custers,custers,nou-p(part-of-multiword=true),1,1,954,142827
De Standaard,plank,planken,nou-c(number=pl),1,1,148,48749
Het Nieuwsblad,categorie,categorie,"nou-c(gender=f|m,number=sg)",1,1,954,142827
Het Nieuwsblad,asbelasting,asbelasting,"nou-c(gender=f|m,number=sg)",1,1,954,142827
Het Belang van Limburg,beveiligd,beveiligde,"aa(position=prenom,formal=infl-e,degree=pos)",1,1,81,8993
Gazet van Antwerpen,inkijken,inkijken,vrb(finiteness=ger|inf),1,1,229,28264
Het Nieuwsblad,ongeinspireerd,ongeinspireerd,"aa(degree=pos,position=adv|pred)",1,1,954,142827
Het Nieuwsblad,2685-2615,2685-2615,res(type=sym),1,1,954,142827
Gazet van Antwerpen,alderweireld,alderweireld,nou-p(part-of-multiword=true),1,1,229,28264
De Ware Tijd,nahar,nahar,nou-p(number=sg),1,1,76,28561
Het Belang van Limburg,boete,boete,"nou-c(gender=f|m,number=sg)",1,1,81,8993
Het Nieuwsblad,lachebekje,lachebekjes,nou-c(number=pl),1,1,954,142827
Het Nieuwsblad,cornerhouding,cornerhouding,"nou-c(gender=f|m,number=sg)",1,1,954,142827
De Standaard,broeikasgas,broeikasgassen,nou-c(number=pl),1,1,148,48749
Het Nieuwsblad,omhoog,omhoog,adv(),1,1,954,142827
Gazet van Antwerpen,praten,gepraat,"vrb(finiteness=part,tense=past)",1,1,229,28264
Het Nieuwsblad,146-8,146-8,res(type=sym),1,1,954,142827
Het Nieuwsblad,zogezegd,zogezegd,adv(),1,1,954,142827
Het Nieuwsblad,delen,delen,nou-p(part-of-multiword=true),1,1,954,142827
Het Nieuwsblad,elien,elien,nou-p(part-of-multiword=true),1,1,954,142827
Het Nieuwsblad,schiplaak,schiplaken,nou-c(number=pl),1,1,954,142827
Gazet van Antwerpen,levend,levend,"aa(degree=pos,position=prenom)",1,1,229,28264
Gazet van Antwerpen,title,title,res(type=for),1,1,229,28264
Het Nieuwsblad,nietsvermoedend,nietsvermoedend,"aa(degree=pos,position=adv|pred)",1,1,954,142827
Het Nieuwsblad,afvalkalender,afvalkalender,"nou-c(gender=f|m,number=sg)",1,1,954,142827
Gazet van Antwerpen,nuttig,nuttige,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,229,28264
Het Nieuwsblad,vicino,vicino,nou-p(part-of-multiword=true),1,1,954,142827
De Standaard,bon,bonnen,nou-c(number=pl),1,1,148,48749
Het Belang van Limburg,theuns,theuns,nou-p(number=sg),1,1,81,8993
Het Nieuwsblad,scifo,scifo,nou-p(part-of-multiword=true),1,1,954,142827
Gazet van Antwerpen,vn,vn,nou-p(number=sg),1,1,229,28264
Het Nieuwsblad,zuur,zure,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,954,142827
Gazet van Antwerpen,knuffel,knuffels,nou-c(number=pl),1,1,229,28264
Het Nieuwsblad,burenduel,burenduel,"nou-c(gender=n,number=sg)",1,1,954,142827
Gazet van Antwerpen,afhankelijk,afhankelijk,"aa(degree=pos,position=adv|pred)",1,1,229,28264
Het Nieuwsblad,korps,korpsen,nou-c(number=pl),1,1,954,142827
Het Nieuwsblad,aankoopfactuur,aankoopfactuur,"nou-c(gender=f|m,number=sg)",1,1,954,142827
Het Nieuwsblad,appelters,appelterse,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,954,142827
De Standaard,heer,heer,"nou-c(gender=f|m,number=sg)",1,1,148,48749
Het Nieuwsblad,aanvoelen,aanvoelde,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",1,1,954,142827
De Standaard,aanmerking,aanmerkingen,nou-c(number=pl),1,1,148,48749
De Standaard,zender,zender,"nou-c(gender=f|m,number=sg)",1,1,148,48749
Het Nieuwsblad,boksen,bokste,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",1,1,954,142827
Het Nieuwsblad,contrerasbier,contrerasbieren,nou-c(number=pl),1,1,954,142827
De Standaard,bezetten,bezet,"vrb(finiteness=part,tense=past)",1,1,148,48749
Gazet van Antwerpen,stapelen,stapelen,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",1,1,229,28264
Het Nieuwsblad,mug,mug,"nou-c(gender=f|m,number=sg)",1,1,954,142827
Het Nieuwsblad,service&location,service&location,nou-p(number=sg),1,1,954,142827
Het Nieuwsblad,beteugelen,beteugelen,vrb(finiteness=ger|inf),1,1,954,142827
De Standaard,kostprijs,kostprijs,"nou-c(gender=f|m,number=sg)",1,1,148,48749
Het Nieuwsblad,vermael,vermaelen,nou-c(number=pl),1,1,954,142827
Starnieuws,eerste,eerste,"nou-c(gender=f|m|n,number=sg)",1,1,11,3035
De Ware Tijd,bekleden,bekleed,"vrb(finiteness=part,tense=past)",1,1,76,28561
Het Nieuwsblad,bengel,bengel,nou-p(number=sg),1,1,954,142827
Gazet van Antwerpen,opengaan,opengaan,vrb(finiteness=ger|inf),1,1,229,28264
Het Belang van Limburg,vermissen,vermist,"aa(degree=pos,position=adv|pred)",1,1,81,8993
Gazet van Antwerpen,voelen,voelde,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",1,1,229,28264
Het Nieuwsblad,esdoorn,esdoorn,"nou-c(gender=f|m,number=sg)",1,1,954,142827
Het Belang van Limburg,diameter,diameter,"nou-c(gender=f|m,number=sg)",1,1,81,8993
Het Nieuwsblad,beteugelen,beteugelen,"nou-c(gender=n,number=sg)",1,1,954,142827
De Ware Tijd,advocaat,advocaten,nou-c(number=pl),1,1,76,28561
Gazet van Antwerpen,uitsluitend,uitsluitend,"aa(degree=pos,position=adv|pred)",1,1,229,28264
Gazet van Antwerpen,ophet,ophet,res(type=sym),1,1,229,28264
Gazet van Antwerpen,eijssen,eijssen,nou-p(part-of-multiword=true),1,1,229,28264
Het Nieuwsblad,trainster,trainster,"nou-c(gender=f|m,number=sg)",1,1,954,142827
De Ware Tijd,menen,menen,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",1,1,76,28561
Het Nieuwsblad,antwoorden,geantwoord,"vrb(finiteness=part,tense=past)",1,1,954,142827
Gazet van Antwerpen,vastgoed,vastgoed,"nou-c(gender=n,number=sg)",1,1,229,28264
De Ware Tijd,beschouwen,beschouwt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,76,28561
De Standaard,chanelcampagne,chanelcampagne,"nou-c(gender=f|m,number=sg)",1,1,148,48749
Het Nieuwsblad,p,p,res(type=sym),1,1,954,142827
Het Nieuwsblad,reservefonds,reservefonds,"nou-c(gender=n,number=sg)",1,1,954,142827
Het Nieuwsblad,bedienen,bediende,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",1,1,954,142827
Het Nieuwsblad,89,89,"num(type=card,position=prenom)",1,1,954,142827
Het Nieuwsblad,verkeren,verkeerden,"vrb(finiteness=fin,mood=ind,tense=past,number=pl)",1,1,954,142827
De Ware Tijd,vleermuizenafval.watermonster,vleermuizenafval.watermonsters,nou-c(number=pl),1,1,76,28561
Het Nieuwsblad,09.09.10,09.09.10,res(type=sym),1,1,954,142827
Het Nieuwsblad,verhoging,verhoging,"nou-c(gender=f|m,number=sg)",1,1,954,142827
Gazet van Antwerpen,normaalgezi,normaalgezien,nou-c(number=pl),1,1,229,28264
Het Nieuwsblad,gracht,grachten,nou-c(number=pl),1,1,954,142827
